accession,pangolin_lineage,mut_sum,stat_b,stat_s,stat_qs,H_A_A,H_A_C,H_A_G,H_A_T,H_C_A,H_C_C,H_C_G,H_C_T,H_G_A,H_G_C,H_G_G,H_G_T,H_T_A,H_T_C,H_T_G,H_T_T
OZ302456,AY.122,8.0,,3.272727272727274,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OZ302460,AY.122,7.0,,5.8421052631578965,,1051.0,0.0,0.0,0.0,1.0,658.0,2.0,1.0,2.0,0.0,644.0,0.0,0.0,0.0,1.0,1177.0
OZ302461,AY.43,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ302463,AY.121,9.0,,2.0270270270270263,,1005.0,1.0,1.0,0.0,1.0,654.0,2.0,1.0,2.0,0.0,656.0,0.0,0.0,0.0,1.0,1171.0
OZ302464,AY.122,6.0,,5.499999999999998,,993.0,0.0,0.0,0.0,1.0,615.0,2.0,0.0,2.0,0.0,604.0,0.0,0.0,0.0,1.0,1088.0
OZ302466,AY.122,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302469,AY.121,7.0,,4.578947368421053,,1054.0,0.0,1.0,0.0,1.0,670.0,2.0,1.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ302470,AY.43.8,8.0,,4.769230769230767,,1041.0,0.0,1.0,0.0,1.0,659.0,2.0,1.0,2.0,0.0,646.0,0.0,0.0,0.0,1.0,1177.0
OZ302472,AY.121,7.0,,4.578947368421053,,1054.0,0.0,1.0,0.0,1.0,670.0,2.0,1.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ302474,AY.43,8.0,,4.769230769230767,,1064.0,0.0,1.0,0.0,1.0,674.0,2.0,1.0,2.0,0.0,660.0,0.0,0.0,0.0,1.0,1179.0
OZ302475,B.1.617.2,11.0,,3.1111111111111107,,1120.0,1.0,2.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302476,AY.46.2,6.0,,5.499999999999998,,906.0,0.0,0.0,0.0,1.0,562.0,2.0,0.0,2.0,0.0,555.0,0.0,0.0,0.0,1.0,981.0
OZ302477,AY.43,6.0,,5.499999999999998,,993.0,0.0,0.0,0.0,1.0,615.0,2.0,0.0,2.0,0.0,604.0,0.0,0.0,0.0,1.0,1088.0
OZ302478,AY.126,8.0,,2.5714285714285716,,962.0,1.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ302482,AY.129,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302484,B.1.617.2,9.0,,5.634146341463415,,1122.0,0.0,1.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302486,AY.9.2,11.0,,6.265822784810126,,1122.0,0.0,1.0,0.0,1.0,716.0,2.0,3.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OZ302487,AY.43,10.0,,6.571428571428573,,1122.0,0.0,1.0,0.0,1.0,716.0,2.0,3.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302489,AY.43,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302491,B.1.617.2,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302492,AY.125,8.0,,3.8666666666666676,,993.0,0.0,0.0,0.0,1.0,615.0,2.0,0.0,2.0,0.0,603.0,1.0,0.0,1.0,1.0,1087.0
OZ302495,AY.9.2,9.0,,5.634146341463415,,1122.0,0.0,1.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302497,AY.46.6,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302498,AY.43.8,8.0,,4.000000000000001,,1121.0,0.0,2.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302499,AY.122,6.0,,1.5000000000000027,,1017.0,0.0,1.0,0.0,1.0,635.0,1.0,0.0,1.0,1.0,631.0,0.0,0.0,0.0,1.0,1099.0
OZ302501,AY.43,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302502,B.1.617.2,10.0,,6.153846153846158,,1005.0,0.0,1.0,0.0,1.0,653.0,2.0,2.0,3.0,0.0,654.0,0.0,0.0,0.0,1.0,1169.0
OZ302503,AY.43,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302505,AY.43.8,8.0,,5.249999999999997,,1122.0,0.0,1.0,0.0,2.0,718.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302507,AY.43.8,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302508,AY.33,12.0,,2.959999999999999,,1121.0,0.0,2.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,699.0,1.0,0.0,1.0,1.0,1267.0
OZ302509,AY.43,9.0,,3.5714285714285707,,1122.0,0.0,1.0,0.0,2.0,718.0,2.0,0.0,2.0,1.0,699.0,0.0,0.0,0.0,1.0,1268.0
OZ302510,AY.122,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302513,AY.125,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302514,B.1.617.2,9.0,,2.0270270270270263,,1005.0,1.0,1.0,0.0,1.0,654.0,2.0,1.0,2.0,0.0,656.0,0.0,0.0,0.0,1.0,1171.0
OZ302515,AY.122,9.0,,0.8974358974358984,,1054.0,0.0,1.0,0.0,1.0,671.0,2.0,0.0,1.0,1.0,649.0,1.0,0.0,1.0,1.0,1159.0
OZ302516,AY.43.8,8.0,,5.249999999999997,,1122.0,0.0,1.0,0.0,2.0,718.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302517,AY.46.6,8.0,,3.272727272727274,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OZ302518,AY.125,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302519,AY.38,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302520,AY.43,8.0,,3.272727272727274,,1063.0,0.0,1.0,0.0,1.0,675.0,2.0,0.0,2.0,0.0,658.0,1.0,0.0,0.0,1.0,1177.0
OZ302521,AY.122,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302523,AY.46.6,6.0,,4.000000000000001,,1054.0,0.0,1.0,0.0,1.0,671.0,2.0,0.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ302525,AY.43.8,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302526,AY.125,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302527,AY.43,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302528,AY.122,7.0,,5.8421052631578965,,1051.0,0.0,0.0,0.0,1.0,658.0,2.0,1.0,2.0,0.0,644.0,0.0,0.0,0.0,1.0,1177.0
OZ302529,AY.46,7.0,,4.2727272727272725,,1047.0,0.0,1.0,0.0,1.0,675.0,2.0,0.0,2.0,0.0,642.0,0.0,0.0,0.0,1.0,1163.0
OZ302531,AY.46.6,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302535,AY.120,9.0,,4.575757575757576,,981.0,0.0,2.0,0.0,1.0,630.0,2.0,0.0,2.0,0.0,595.0,0.0,0.0,1.0,1.0,1078.0
OZ302536,AY.43.8,9.0,,1.0000000000000002,,1121.0,1.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OZ302537,AY.122,7.0,,2.9999999999999982,,1054.0,0.0,1.0,0.0,1.0,671.0,2.0,0.0,1.0,0.0,650.0,1.0,0.0,0.0,1.0,1160.0
OZ302538,AY.121,8.0,,4.0,,852.0,0.0,1.0,0.0,1.0,560.0,2.0,1.0,1.0,0.0,543.0,0.0,0.0,1.0,1.0,954.0
OZ302540,AY.46.6,8.0,,3.272727272727274,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OZ302541,AY.121,9.0,,2.0270270270270263,,1005.0,1.0,1.0,0.0,1.0,654.0,2.0,1.0,2.0,0.0,656.0,0.0,0.0,0.0,1.0,1171.0
OZ302543,AY.121,9.0,,5.634146341463415,,1054.0,0.0,1.0,0.0,1.0,669.0,2.0,2.0,2.0,0.0,650.0,0.0,0.0,0.0,1.0,1160.0
OZ302545,AY.126,7.0,,2.333333333333335,,864.0,1.0,1.0,0.0,1.0,574.0,2.0,0.0,1.0,0.0,552.0,0.0,0.0,0.0,1.0,973.0
OZ302546,AY.46.6,8.0,,3.272727272727274,,1006.0,0.0,1.0,0.0,1.0,655.0,2.0,0.0,2.0,0.0,655.0,1.0,0.0,0.0,1.0,1171.0
OZ302547,AY.46.6,8.0,,3.272727272727274,,1006.0,0.0,1.0,0.0,1.0,655.0,2.0,0.0,2.0,0.0,655.0,1.0,0.0,0.0,1.0,1171.0
OZ302548,AY.98.1,7.0,,4.578947368421053,,1054.0,0.0,1.0,0.0,1.0,670.0,2.0,1.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ302553,AY.43,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302557,AY.122,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302558,AY.129,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302560,AY.9.2,10.0,,5.2666666666666675,,1122.0,0.0,1.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OZ302561,AY.125,7.0,,3.777777777777775,,1122.0,0.0,1.0,0.0,1.0,719.0,1.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302562,AY.5.4,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302563,AY.120,8.0,,4.769230769230768,,792.0,0.0,2.0,0.0,1.0,533.0,2.0,0.0,1.0,0.0,497.0,0.0,0.0,1.0,1.0,891.0
OZ302564,AY.43,8.0,,3.272727272727274,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OZ302565,AY.46.6,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302566,AY.9.2,9.0,,5.634146341463415,,1122.0,0.0,1.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302567,AY.46.6,6.0,,5.499999999999998,,1051.0,0.0,0.0,0.0,1.0,659.0,2.0,0.0,2.0,0.0,644.0,0.0,0.0,0.0,1.0,1177.0
OZ302569,AY.125,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302570,AY.4,7.0,,2.333333333333335,,962.0,1.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ302572,AY.42,9.0,,7.585365853658537,,1051.0,0.0,0.0,0.0,1.0,656.0,2.0,3.0,2.0,0.0,644.0,0.0,0.0,0.0,1.0,1177.0
OZ302573,AY.125,6.0,,2.0,,828.0,0.0,1.0,0.0,1.0,538.0,1.0,0.0,1.0,0.0,532.0,1.0,0.0,0.0,1.0,912.0
OZ302574,B.1.617.2,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302575,B.1.617.2,7.0,,4.2727272727272725,,948.0,0.0,1.0,0.0,1.0,611.0,2.0,0.0,2.0,0.0,616.0,0.0,0.0,0.0,1.0,1082.0
OZ302576,AY.46.6,6.0,,4.000000000000001,,963.0,0.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ302577,AY.46.6,8.0,,3.272727272727274,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OZ302581,AY.43.8,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302582,AY.122,10.0,,1.4905660377358498,,1064.0,0.0,1.0,0.0,1.0,675.0,2.0,0.0,2.0,1.0,658.0,1.0,0.0,1.0,1.0,1178.0
OZ302583,AY.4.6,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302587,AY.43.8,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302588,AY.122,6.0,,1.5000000000000027,,926.0,0.0,1.0,0.0,1.0,590.0,1.0,0.0,1.0,1.0,577.0,0.0,0.0,0.0,1.0,995.0
OZ302591,AY.43,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302592,AY.46.6,6.0,,3.6000000000000014,,889.0,0.0,0.0,0.0,1.0,561.0,1.0,0.0,2.0,0.0,569.0,1.0,0.0,0.0,1.0,1033.0
OZ302597,B.1.617.2,9.0,,4.268292682926828,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OZ302598,AY.122,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302600,AY.41,10.0,,4.27272727272727,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,697.0,3.0,0.0,0.0,1.0,1268.0
OZ302602,AY.43,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302603,B.1.617.2,9.0,,4.268292682926828,,1064.0,0.0,1.0,0.0,1.0,674.0,2.0,1.0,2.0,0.0,659.0,1.0,0.0,0.0,1.0,1179.0
OZ302604,AY.9.2,7.0,,4.578947368421053,,963.0,0.0,1.0,0.0,1.0,625.0,2.0,1.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ302605,AY.122,7.0,,4.2727272727272725,,1121.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,0.0,0.0,0.0,1.0,1266.0
OZ302606,B.1.617.2,9.0,,4.268292682926829,,1037.0,0.0,1.0,0.0,1.0,659.0,2.0,1.0,2.0,0.0,639.0,0.0,0.0,1.0,1.0,1179.0
OZ302610,AY.127,9.0,,2.470588235294117,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,1.0,699.0,0.0,0.0,0.0,1.0,1268.0
OZ302611,AY.122,8.0,,3.272727272727274,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OZ302613,AY.106,10.0,,6.571428571428573,,1122.0,0.0,1.0,0.0,1.0,716.0,2.0,3.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302614,B.1.617.2,3.0,,2.6666666666666665,,1122.0,0.0,1.0,0.0,1.0,720.0,1.0,0.0,0.0,0.0,698.0,0.0,0.0,0.0,0.0,1262.0
OZ302615,B.1.617.2,9.0,,2.0270270270270263,,1005.0,1.0,1.0,0.0,1.0,654.0,2.0,1.0,2.0,0.0,656.0,0.0,0.0,0.0,1.0,1171.0
OZ302617,AY.43.8,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302619,AY.43.8,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302620,AY.43,6.0,,5.499999999999998,,876.0,0.0,0.0,0.0,1.0,551.0,2.0,0.0,2.0,0.0,559.0,0.0,0.0,0.0,1.0,989.0
OZ302621,AY.122,8.0,,4.923076923076925,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,1.0,1.0,1267.0
OZ302622,AY.122,10.0,,5.4615384615384635,,1121.0,0.0,2.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302623,B.1.617.2,14.0,,8.540540540540546,,1122.0,0.0,1.0,0.0,1.0,713.0,2.0,5.0,2.0,0.0,698.0,2.0,0.0,0.0,1.0,1267.0
OZ302626,B.1.617.2,8.0,,4.769230769230767,,1064.0,0.0,1.0,0.0,1.0,674.0,2.0,1.0,2.0,0.0,660.0,0.0,0.0,0.0,1.0,1179.0
OZ302630,B.1.617.2,12.0,,6.122448979591837,,1122.0,0.0,1.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,697.0,3.0,0.0,0.0,1.0,1268.0
OZ302631,AY.98,7.0,,5.8421052631578965,,993.0,0.0,0.0,0.0,1.0,614.0,2.0,1.0,2.0,0.0,604.0,0.0,0.0,0.0,1.0,1088.0
OZ302633,AY.4,10.0,,6.551724137931037,,1122.0,0.0,1.0,0.0,2.0,716.0,2.0,2.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302634,AY.4,6.0,,4.000000000000001,,1020.0,0.0,1.0,0.0,1.0,654.0,2.0,0.0,1.0,0.0,631.0,0.0,0.0,0.0,1.0,1124.0
OZ302636,AY.9.2,11.0,,7.535211267605631,,1122.0,0.0,1.0,0.0,1.0,715.0,2.0,4.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302637,AY.129,7.0,,2.9999999999999982,,1054.0,0.0,1.0,0.0,1.0,671.0,2.0,0.0,1.0,0.0,650.0,1.0,0.0,0.0,1.0,1160.0
OZ302638,AY.122,10.0,,2.2765957446808516,,1121.0,1.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,1.0,699.0,0.0,0.0,1.0,1.0,1267.0
OZ302640,AY.121,8.0,,4.769230769230767,,1006.0,0.0,1.0,0.0,1.0,654.0,2.0,1.0,2.0,0.0,656.0,0.0,0.0,0.0,1.0,1171.0
OZ302641,B.1.1.529,17.0,,3.263829787234041,,1114.0,1.0,3.0,2.0,3.0,713.0,0.0,4.0,2.0,0.0,696.0,0.0,1.0,1.0,0.0,1258.0
OZ302644,AY.122,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302645,AY.122,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302649,AY.43.8,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302651,B.1.617.2,8.0,,2.000000000000001,,1122.0,0.0,1.0,0.0,2.0,717.0,1.0,1.0,1.0,0.0,698.0,1.0,0.0,1.0,0.0,1267.0
OZ302653,AY.43,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302655,AY.4,5.0,,3.0000000000000018,,926.0,0.0,1.0,0.0,1.0,590.0,1.0,0.0,1.0,0.0,578.0,0.0,0.0,0.0,1.0,995.0
OZ302657,AY.121,9.0,,5.303030303030303,,1006.0,0.0,1.0,0.0,1.0,654.0,2.0,1.0,3.0,0.0,655.0,0.0,0.0,0.0,1.0,1171.0
OZ302658,AY.126,7.0,,2.333333333333335,,962.0,1.0,1.0,0.0,1.0,626.0,2.0,0.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ302659,AY.122,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302660,AY.129,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302661,AY.43,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302662,AY.5,7.0,,4.2727272727272725,,1037.0,0.0,1.0,0.0,1.0,660.0,2.0,0.0,2.0,0.0,639.0,0.0,0.0,0.0,1.0,1180.0
OZ302663,AY.43.8,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302664,B.1.617.2,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302670,AY.46.6,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302672,AY.122,10.0,,2.2765957446808516,,1121.0,1.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,1.0,699.0,0.0,0.0,1.0,1.0,1267.0
OZ302674,AY.4,11.0,,3.999999999999999,,1122.0,0.0,1.0,0.0,1.0,716.0,2.0,3.0,2.0,1.0,699.0,0.0,0.0,0.0,1.0,1268.0
OZ302677,AY.125,8.0,,4.769230769230767,,1064.0,0.0,1.0,0.0,1.0,674.0,2.0,1.0,2.0,0.0,660.0,0.0,0.0,0.0,1.0,1179.0
OZ302678,AY.129,6.0,,5.499999999999998,,993.0,0.0,0.0,0.0,1.0,615.0,2.0,0.0,2.0,0.0,604.0,0.0,0.0,0.0,1.0,1088.0
OZ302683,AY.122,7.0,,5.8421052631578965,,993.0,0.0,0.0,0.0,1.0,614.0,2.0,1.0,2.0,0.0,604.0,0.0,0.0,0.0,1.0,1088.0
OZ302684,AY.43,9.0,,5.634146341463415,,1122.0,0.0,1.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302688,AY.4.9,8.0,,6.666666666666668,,1051.0,0.0,0.0,0.0,1.0,657.0,2.0,2.0,2.0,0.0,644.0,0.0,0.0,0.0,1.0,1177.0
OZ302693,B.1.617.2,9.0,,4.575757575757576,,1121.0,0.0,2.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302695,AY.43,8.0,,4.833333333333336,,906.0,0.0,0.0,0.0,1.0,562.0,2.0,0.0,2.0,0.0,553.0,2.0,0.0,0.0,1.0,981.0
OZ302697,AY.122,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302701,AY.121,9.0,,4.268292682926829,,1006.0,0.0,1.0,0.0,1.0,654.0,2.0,1.0,2.0,0.0,656.0,0.0,0.0,1.0,1.0,1170.0
OZ302707,AY.122,8.0,,5.466666666666663,,963.0,0.0,1.0,0.0,1.0,624.0,2.0,2.0,1.0,0.0,597.0,0.0,0.0,0.0,1.0,1056.0
OZ302708,B.1.1.529,6.0,,4.799999999999999,,1120.0,0.0,1.0,0.0,3.0,718.0,0.0,1.0,0.0,0.0,696.0,1.0,0.0,0.0,0.0,1264.0
OZ302719,AY.122,6.0,,4.000000000000001,,1054.0,0.0,1.0,0.0,1.0,671.0,2.0,0.0,1.0,0.0,651.0,0.0,0.0,0.0,1.0,1160.0
OZ302721,AY.34,10.0,,3.1509433962264177,,1047.0,0.0,1.0,0.0,1.0,674.0,2.0,1.0,2.0,1.0,641.0,0.0,0.0,0.0,2.0,1162.0
OZ302722,B.1.617.2,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302727,AY.122,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302728,AY.122,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OZ302731,AY.36.1,7.0,,2.2857142857142865,,1025.0,0.0,1.0,0.0,1.0,638.0,1.0,0.0,2.0,0.0,637.0,1.0,0.0,0.0,1.0,1116.0
OZ302735,B.1.617.2,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
