accession,pangolin_lineage,mut_sum,stat_b,stat_s,stat_qs,stat_c,H_A_A,H_A_C,H_A_G,H_A_T,H_C_A,H_C_C,H_C_G,H_C_T,H_G_A,H_G_C,H_G_G,H_G_T,H_T_A,H_T_C,H_T_G,H_T_T
OZ302424,AY.43,43.0,23.869095816464238,19.578334825425248,,2.9937038119731194,8677.0,0.0,4.0,1.0,2.0,5322.0,2.0,16.0,2.0,0.0,5688.0,12.0,0.0,3.0,1.0,9258.0
OZ302425,AY.33,42.0,25.175438596491226,22.59788009274594,,2.993767009977714,8499.0,0.0,6.0,1.0,1.0,5224.0,1.0,17.0,2.0,0.0,5594.0,11.0,0.0,2.0,1.0,9046.0
OZ302427,AY.43.8,38.0,23.166666666666668,20.554755043227658,,2.9943148392497654,8504.0,0.0,5.0,1.0,2.0,5214.0,2.0,14.0,3.0,0.0,5589.0,9.0,0.0,1.0,1.0,9052.0
OZ302431,AY.125,44.0,,21.633802816901408,,2.993445855842542,8584.0,1.0,6.0,0.0,1.0,5275.0,2.0,19.0,3.0,0.0,5636.0,9.0,0.0,2.0,1.0,9155.0
OZ302433,AY.33,42.0,25.205741626794257,22.19525488938761,,2.9937829992260654,8594.0,0.0,6.0,1.0,1.0,5257.0,2.0,17.0,2.0,0.0,5643.0,10.0,0.0,2.0,1.0,9155.0
OZ302434,AY.112,45.0,20.50769230769231,17.045124899274775,,2.993018192675178,8138.0,0.0,4.0,1.0,1.0,5007.0,2.0,16.0,4.0,0.0,5370.0,12.0,0.0,4.0,1.0,8749.0
OZ302435,AY.122,40.0,26.1,21.710292249046997,,2.993567432756473,7900.0,1.0,7.0,0.0,1.0,4845.0,2.0,17.0,3.0,0.0,5220.0,7.0,1.0,0.0,1.0,8451.0
OZ302436,AY.46.6,36.0,,18.367704280155646,,2.994467924872828,8337.0,0.0,7.0,0.0,1.0,5087.0,2.0,14.0,3.0,0.0,5488.0,7.0,0.0,1.0,1.0,8918.0
OZ302438,AY.44,40.0,,24.924187725631768,,2.993931392708692,8406.0,0.0,4.0,0.0,1.0,5157.0,2.0,18.0,2.0,0.0,5540.0,11.0,0.0,1.0,1.0,8985.0
OZ302440,AY.122,40.0,23.210526315789473,19.08890420399724,1.0349603350951744,2.993593438481499,7951.0,1.0,5.0,0.0,1.0,4866.0,2.0,18.0,3.0,0.0,5242.0,7.0,1.0,1.0,1.0,8504.0
OZ302441,AY.126,46.0,,14.937751903269143,,2.9932130225287588,8674.0,2.0,6.0,0.0,1.0,5322.0,2.0,17.0,4.0,0.0,5689.0,9.0,0.0,4.0,1.0,9257.0
OZ302442,AY.42,28.0,,14.911963882618515,,2.9946221014812355,6608.0,0.0,2.0,0.0,1.0,4153.0,2.0,12.0,3.0,0.0,4397.0,6.0,0.0,1.0,1.0,7072.0
OZ302444,AY.122,47.0,23.46969696969697,18.34476534296029,1.1429928285153683,2.99302323781443,8573.0,1.0,5.0,0.0,1.0,5252.0,2.0,19.0,3.0,0.0,5616.0,11.0,1.0,3.0,1.0,9137.0
OZ302450,AY.125,43.0,,19.752941176470593,,2.9938152738533406,8873.0,1.0,5.0,0.0,1.0,5446.0,2.0,18.0,4.0,0.0,5829.0,9.0,0.0,2.0,1.0,9548.0
OZ302451,AY.126,46.0,,13.390197926484452,,2.993322248542327,8850.0,2.0,5.0,0.0,1.0,5426.0,2.0,17.0,3.0,1.0,5812.0,9.0,0.0,5.0,1.0,9509.0
OZ302453,AY.43,41.0,20.828571428571426,16.490618271301134,,2.993756756080834,8253.0,0.0,4.0,1.0,2.0,5121.0,2.0,12.0,3.0,0.0,5454.0,13.0,0.0,3.0,1.0,8903.0
OZ302454,AY.51,48.0,16.67878787878788,12.924045651318382,,2.992617592808887,8091.0,0.0,6.0,2.0,1.0,5033.0,2.0,17.0,4.0,0.0,5371.0,9.0,1.0,5.0,1.0,8747.0
OZ302456,AY.122,38.0,,20.832895888013997,,2.994494611556764,8782.0,0.0,4.0,0.0,1.0,5408.0,2.0,15.0,4.0,0.0,5771.0,10.0,0.0,1.0,1.0,9470.0
OZ302460,AY.122,45.0,,18.847885914435825,,2.993481361963335,8801.0,0.0,6.0,0.0,2.0,5387.0,2.0,16.0,3.0,0.0,5772.0,12.0,0.0,3.0,1.0,9456.0
OZ302461,AY.43,36.0,18.685714285714283,15.551986475063401,,2.994670403739899,8586.0,0.0,4.0,1.0,2.0,5281.0,2.0,12.0,3.0,0.0,5636.0,9.0,0.0,2.0,1.0,9155.0
OZ302463,AY.121,41.0,,19.619834710743802,,2.9938202931175977,8396.0,1.0,4.0,0.0,1.0,5193.0,2.0,16.0,3.0,0.0,5570.0,11.0,0.0,2.0,1.0,9083.0
OZ302464,AY.122,37.0,16.792857142857144,12.736912751677853,,2.9936989143751127,7388.0,0.0,3.0,0.0,1.0,4608.0,2.0,13.0,4.0,0.0,4887.0,9.0,1.0,3.0,1.0,7952.0
OZ302466,AY.122,44.0,20.258373205741627,15.580696623238493,,2.993597507095177,8701.0,0.0,5.0,0.0,1.0,5355.0,2.0,16.0,5.0,0.0,5727.0,10.0,1.0,3.0,1.0,9325.0
OZ302469,AY.121,38.0,,14.779270633397305,,2.9944282851082544,8730.0,0.0,4.0,0.0,1.0,5350.0,2.0,15.0,3.0,0.0,5721.0,9.0,0.0,3.0,1.0,9337.0
OZ302470,AY.43.8,42.0,20.481283422459892,16.182393397524066,,2.9934224141127443,8062.0,0.0,6.0,1.0,2.0,4975.0,2.0,14.0,3.0,0.0,5304.0,10.0,0.0,3.0,1.0,8730.0
OZ302472,AY.121,44.0,,19.782786885245894,,2.9934467254338717,8585.0,0.0,5.0,0.0,1.0,5271.0,2.0,20.0,3.0,0.0,5632.0,9.0,0.0,3.0,1.0,9167.0
OZ302474,AY.43,35.0,20.85054945054945,18.415730337078656,,2.993939228934283,7247.0,0.0,4.0,1.0,2.0,4533.0,2.0,12.0,3.0,0.0,4832.0,9.0,0.0,1.0,1.0,7793.0
OZ302475,B.1.617.2,42.0,15.764705882352942,13.124253933803574,0.2598534411414014,2.99352974328808,8159.0,1.0,7.0,1.0,1.0,5078.0,2.0,13.0,3.0,0.0,5419.0,9.0,0.0,4.0,1.0,8819.0
OZ302476,AY.46.2,29.0,,12.325353645266592,,2.994790431059104,7166.0,0.0,2.0,0.0,1.0,4457.0,3.0,11.0,2.0,0.0,4713.0,7.0,0.0,2.0,1.0,7662.0
OZ302477,AY.43,31.0,14.071428571428571,10.770588235294117,,2.9943607894170965,6937.0,0.0,2.0,1.0,2.0,4342.0,2.0,11.0,2.0,0.0,4609.0,7.0,0.0,3.0,1.0,7408.0
OZ302478,AY.126,39.0,,20.122302158273367,,2.994110768610455,8503.0,2.0,5.0,0.0,1.0,5212.0,2.0,17.0,3.0,0.0,5591.0,7.0,0.0,1.0,1.0,9052.0
OZ302482,AY.129,38.0,,13.028021015761816,,2.9945332102871847,8874.0,0.0,5.0,0.0,1.0,5450.0,2.0,14.0,4.0,0.0,5830.0,8.0,0.0,3.0,1.0,9547.0
OZ302484,B.1.617.2,35.0,,14.54901960784314,,2.9946429224838336,8316.0,0.0,2.0,0.0,2.0,5152.0,2.0,15.0,3.0,0.0,5488.0,7.0,0.0,3.0,1.0,9008.0
OZ302486,AY.9.2,40.0,,9.940403155127083,,2.994233450502662,8875.0,0.0,4.0,0.0,1.0,5448.0,2.0,16.0,5.0,0.0,5831.0,6.0,0.0,5.0,1.0,9545.0
OZ302487,AY.43,38.0,19.944444444444443,16.863033873343156,,2.994560433406352,8869.0,0.0,5.0,1.0,2.0,5446.0,2.0,14.0,3.0,0.0,5830.0,8.0,0.0,2.0,1.0,9545.0
OZ302489,AY.43,44.0,26.276190476190475,23.20412595005429,,2.9935401790210903,8625.0,0.0,4.0,1.0,2.0,5308.0,2.0,18.0,3.0,0.0,5663.0,11.0,0.0,2.0,1.0,9284.0
OZ302491,B.1.617.2,33.0,,12.822784810126585,,2.9951999646340175,8787.0,0.0,5.0,0.0,1.0,5407.0,2.0,12.0,3.0,0.0,5773.0,7.0,0.0,2.0,1.0,9455.0
OZ302492,AY.125,38.0,,14.539449541284405,,2.992372729292318,6229.0,0.0,4.0,0.0,1.0,3942.0,2.0,13.0,3.0,0.0,4185.0,11.0,0.0,3.0,1.0,6721.0
OZ302495,AY.9.2,37.0,,12.317894736842103,,2.9946471521503253,8874.0,1.0,4.0,0.0,1.0,5447.0,2.0,17.0,4.0,0.0,5834.0,4.0,0.0,3.0,1.0,9547.0
OZ302497,AY.46.6,36.0,,8.441704035874439,,2.9942604162026534,7966.0,0.0,4.0,0.0,1.0,4938.0,2.0,14.0,4.0,0.0,5276.0,5.0,0.0,4.0,2.0,8640.0
OZ302498,AY.43.8,37.0,19.01111111111111,15.870478413068835,,2.994661033810805,8795.0,0.0,5.0,1.0,2.0,5409.0,2.0,13.0,3.0,0.0,5792.0,8.0,0.0,2.0,1.0,9434.0
OZ302499,AY.122,41.0,,12.335435553803702,,2.9939482090601572,8649.0,0.0,5.0,0.0,1.0,5305.0,1.0,14.0,2.0,1.0,5682.0,11.0,0.0,5.0,1.0,9234.0
OZ302501,AY.43,38.0,20.52847805788982,17.723190089043744,,2.994299686024501,8441.0,0.0,4.0,1.0,2.0,5213.0,2.0,15.0,3.0,0.0,5572.0,8.0,0.0,2.0,1.0,9074.0
OZ302502,B.1.617.2,40.0,,16.847003154574125,,2.9939335838381624,8333.0,0.0,4.0,0.0,1.0,5170.0,2.0,16.0,4.0,0.0,5525.0,9.0,0.0,2.0,2.0,9031.0
OZ302503,AY.43,38.0,18.705516705516708,15.390630382363076,,2.9945765895756438,8873.0,0.0,5.0,1.0,2.0,5452.0,2.0,11.0,4.0,0.0,5829.0,10.0,0.0,2.0,1.0,9548.0
OZ302505,AY.43.8,39.0,21.52847805788982,18.360107095046857,,2.994412461095271,8874.0,0.0,4.0,1.0,3.0,5447.0,2.0,15.0,3.0,0.0,5832.0,8.0,0.0,2.0,1.0,9548.0
OZ302507,AY.43.8,36.0,18.65396825396825,15.73933649289101,,2.994659943385851,8531.0,0.0,4.0,1.0,2.0,5270.0,2.0,13.0,3.0,0.0,5637.0,8.0,0.0,2.0,1.0,9173.0
OZ302508,AY.33,43.0,18.535353535353536,15.233384853168468,,2.993848758241673,8872.0,0.0,6.0,1.0,2.0,5448.0,2.0,15.0,5.0,0.0,5829.0,8.0,0.0,3.0,1.0,9547.0
OZ302509,AY.43,36.0,16.20952380952381,13.464646464646467,-0.5307995536196044,2.9944401666259255,8233.0,0.0,4.0,1.0,3.0,5100.0,2.0,10.0,3.0,1.0,5432.0,9.0,0.0,2.0,1.0,8882.0
OZ302510,AY.122,39.0,,18.066777270841975,,2.994350415762682,8797.0,0.0,4.0,0.0,1.0,5408.0,2.0,15.0,4.0,0.0,5788.0,10.0,0.0,2.0,1.0,9434.0
OZ302513,AY.125,41.0,,17.78967741935483,,2.9935097503376573,8003.0,1.0,5.0,0.0,1.0,4979.0,2.0,16.0,4.0,0.0,5293.0,9.0,0.0,2.0,1.0,8632.0
OZ302514,B.1.617.2,42.0,,16.241009463722396,,2.993549219957537,8236.0,1.0,4.0,0.0,1.0,5097.0,2.0,16.0,4.0,0.0,5450.0,10.0,0.0,3.0,1.0,8967.0
OZ302515,AY.122,43.0,,13.005494505494507,,2.9935603684095202,8545.0,0.0,5.0,0.0,1.0,5265.0,2.0,15.0,2.0,1.0,5620.0,11.0,0.0,5.0,1.0,9157.0
OZ302516,AY.43.8,39.0,21.52847805788982,18.360107095046857,,2.994412461095271,8874.0,0.0,4.0,1.0,3.0,5447.0,2.0,15.0,3.0,0.0,5832.0,8.0,0.0,2.0,1.0,9548.0
OZ302517,AY.46.6,38.0,,18.335984095427442,,2.9944245805217835,8688.0,0.0,4.0,0.0,1.0,5359.0,2.0,17.0,3.0,0.0,5733.0,8.0,0.0,2.0,1.0,9323.0
OZ302518,AY.125,43.0,,19.752941176470593,,2.9937609432919823,8791.0,1.0,5.0,0.0,1.0,5400.0,2.0,18.0,4.0,0.0,5776.0,9.0,0.0,2.0,1.0,9467.0
OZ302519,AY.38,33.0,,11.61809447558046,,2.9949638923872763,8395.0,0.0,3.0,0.0,1.0,5174.0,2.0,15.0,4.0,0.0,5538.0,4.0,0.0,3.0,1.0,9028.0
OZ302520,AY.43,38.0,22.03030303030303,18.494488188976376,,2.9931671004411866,6945.0,0.0,4.0,1.0,2.0,4396.0,2.0,14.0,2.0,0.0,4629.0,10.0,0.0,2.0,1.0,7482.0
OZ302521,AY.122,37.0,,15.992169507139565,,2.9946403276228417,8875.0,0.0,4.0,0.0,1.0,5447.0,3.0,14.0,4.0,0.0,5828.0,8.0,0.0,2.0,1.0,9548.0
OZ302523,AY.46.6,40.0,,18.162399414776885,,2.9940912056839446,8649.0,0.0,7.0,0.0,1.0,5302.0,2.0,15.0,3.0,0.0,5677.0,9.0,0.0,2.0,1.0,9253.0
OZ302525,AY.43.8,39.0,20.38562091503268,17.783642083187694,,2.994418504943948,8874.0,0.0,4.0,1.0,2.0,5448.0,2.0,15.0,4.0,0.0,5831.0,8.0,0.0,2.0,1.0,9548.0
OZ302526,AY.125,46.0,,16.069867817642294,,2.9930445248432713,8419.0,0.0,5.0,0.0,1.0,5220.0,2.0,18.0,4.0,1.0,5542.0,10.0,0.0,4.0,1.0,9115.0
OZ302527,AY.43,36.0,16.84444444444444,13.571879936808843,,2.994269212823397,7906.0,0.0,5.0,1.0,2.0,4922.0,2.0,10.0,4.0,0.0,5234.0,9.0,0.0,2.0,1.0,8522.0
OZ302528,AY.122,42.0,,17.471153846153843,,2.9930935482509216,7657.0,0.0,5.0,0.0,1.0,4769.0,2.0,15.0,3.0,0.0,5082.0,12.0,0.0,3.0,1.0,8298.0
OZ302529,AY.46,42.0,,13.864029666254634,,2.9939115310832607,8798.0,0.0,6.0,0.0,1.0,5404.0,2.0,14.0,6.0,0.0,5770.0,9.0,0.0,3.0,1.0,9442.0
OZ302531,AY.46.6,40.0,,16.46366782006921,,2.993742702259338,8082.0,0.0,7.0,0.0,1.0,5027.0,2.0,13.0,4.0,0.0,5345.0,10.0,0.0,2.0,1.0,8722.0
OZ302535,AY.120,47.0,,15.697813578826233,,2.9928929751871514,8477.0,0.0,6.0,0.0,2.0,5212.0,3.0,18.0,3.0,0.0,5559.0,9.0,0.0,4.0,2.0,9096.0
OZ302536,AY.43.8,41.0,20.781003310415077,18.860451650260558,0.1847544986354127,2.9940828507230046,8793.0,1.0,4.0,1.0,2.0,5406.0,2.0,15.0,3.0,0.0,5785.0,10.0,0.0,2.0,1.0,9427.0
OZ302537,AY.122,39.0,,17.584420719652048,,2.994095906492862,8464.0,0.0,4.0,0.0,1.0,5217.0,3.0,14.0,4.0,0.0,5573.0,10.0,0.0,2.0,1.0,9049.0
OZ302538,AY.121,39.0,20.913533834586467,18.3788164342254,,2.9932783327001795,7331.0,0.0,5.0,1.0,2.0,4525.0,2.0,17.0,3.0,0.0,4883.0,6.0,0.0,2.0,1.0,7931.0
OZ302540,AY.46.6,40.0,,16.56731583403895,,2.9942534395091767,8875.0,0.0,4.0,0.0,1.0,5448.0,2.0,16.0,3.0,0.0,5830.0,10.0,0.0,3.0,1.0,9547.0
OZ302541,AY.121,41.0,,13.521739130434781,,2.9940384220607266,8758.0,1.0,4.0,0.0,1.0,5384.0,2.0,16.0,3.0,0.0,5786.0,9.0,0.0,4.0,1.0,9449.0
OZ302543,AY.121,41.0,,20.184496124031,,2.993937020894253,8643.0,0.0,4.0,0.0,1.0,5306.0,2.0,18.0,4.0,0.0,5666.0,9.0,0.0,2.0,1.0,9255.0
OZ302545,AY.126,43.0,17.57543859649123,13.39656912209889,1.1808185716758326,2.99277890615728,7515.0,2.0,6.0,0.0,1.0,4643.0,2.0,17.0,4.0,0.0,4994.0,6.0,1.0,2.0,2.0,8153.0
OZ302546,AY.46.6,40.0,,13.624454148471614,,2.994187973180012,8759.0,0.0,4.0,0.0,1.0,5384.0,2.0,16.0,3.0,0.0,5786.0,9.0,0.0,4.0,1.0,9449.0
OZ302547,AY.46.6,39.0,,15.739826245999087,,2.9943333667746996,8759.0,0.0,4.0,0.0,1.0,5384.0,2.0,16.0,3.0,0.0,5786.0,9.0,0.0,3.0,1.0,9450.0
OZ302548,AY.98.1,42.0,,20.721845318860247,,2.993812533909801,8644.0,0.0,4.0,0.0,1.0,5306.0,2.0,15.0,4.0,0.0,5658.0,13.0,0.0,2.0,1.0,9268.0
OZ302553,AY.43,35.0,16.733333333333334,13.655112651646448,,2.9942904983358747,7678.0,0.0,4.0,1.0,2.0,4801.0,2.0,10.0,4.0,0.0,5113.0,9.0,0.0,2.0,1.0,8333.0
OZ302557,AY.122,40.0,19.876190476190473,14.391699092088192,,2.993530281541794,7754.0,0.0,6.0,0.0,1.0,4831.0,2.0,12.0,4.0,0.0,5139.0,11.0,1.0,2.0,1.0,8369.0
OZ302558,AY.129,39.0,,14.839863713798977,,2.994349106244506,8801.0,0.0,4.0,0.0,1.0,5403.0,2.0,15.0,4.0,0.0,5786.0,9.0,0.0,3.0,1.0,9478.0
OZ302560,AY.9.2,32.0,,10.320251177394034,,2.995250253831859,8614.0,0.0,3.0,0.0,1.0,5317.0,2.0,13.0,4.0,0.0,5666.0,5.0,0.0,3.0,1.0,9310.0
OZ302561,AY.125,43.0,,14.330521241337749,,2.993409384136964,8212.0,1.0,5.0,0.0,1.0,5099.0,1.0,16.0,4.0,0.0,5435.0,10.0,0.0,4.0,1.0,8878.0
OZ302562,AY.5.4,34.0,,14.38970588235294,,2.9951045800002576,8871.0,0.0,4.0,0.0,1.0,5450.0,2.0,13.0,3.0,0.0,5832.0,8.0,0.0,2.0,1.0,9548.0
OZ302563,AY.120,40.0,,14.74172185430463,,2.9936218614047716,8003.0,0.0,6.0,0.0,2.0,4909.0,2.0,16.0,2.0,0.0,5291.0,7.0,0.0,3.0,2.0,8605.0
OZ302564,AY.43,37.0,18.675213675213673,15.08946812257837,,2.994743912140238,8871.0,0.0,6.0,2.0,2.0,5452.0,2.0,11.0,3.0,0.0,5831.0,8.0,0.0,2.0,1.0,9548.0
OZ302565,AY.46.6,40.0,,16.35542607428988,,2.993645667633136,7948.0,0.0,6.0,0.0,1.0,4949.0,2.0,15.0,5.0,0.0,5288.0,8.0,0.0,2.0,1.0,8610.0
OZ302566,AY.9.2,35.0,,10.163218390804595,,2.994846723239293,8693.0,0.0,3.0,0.0,2.0,5356.0,2.0,14.0,4.0,0.0,5732.0,5.0,0.0,4.0,1.0,9366.0
OZ302567,AY.46.6,38.0,,16.039933444259574,,2.993784560033379,7778.0,0.0,5.0,0.0,1.0,4797.0,2.0,13.0,4.0,0.0,5108.0,10.0,0.0,2.0,1.0,8366.0
OZ302569,AY.125,44.0,,20.6448087431694,,2.9934465255521308,8530.0,1.0,5.0,0.0,1.0,5266.0,2.0,18.0,4.0,0.0,5634.0,10.0,0.0,2.0,1.0,9173.0
OZ302570,AY.4,35.0,17.179271708683473,15.87545219638242,0.20650183909568698,2.994580491469233,8272.0,1.0,4.0,1.0,1.0,5044.0,2.0,15.0,2.0,0.0,5426.0,6.0,0.0,2.0,1.0,8802.0
OZ302572,AY.42,43.0,,16.414634146341463,,2.993070780931728,7874.0,0.0,4.0,0.0,1.0,4876.0,2.0,18.0,4.0,0.0,5192.0,9.0,0.0,3.0,2.0,8473.0
OZ302573,AY.125,41.0,,17.736842105263154,,2.993071536195912,7446.0,0.0,6.0,0.0,1.0,4591.0,1.0,17.0,3.0,0.0,4965.0,9.0,0.0,2.0,2.0,8027.0
OZ302574,B.1.617.2,34.0,,11.137254901960784,,2.995104991679815,8875.0,0.0,4.0,0.0,1.0,5452.0,2.0,12.0,3.0,0.0,5831.0,8.0,0.0,3.0,1.0,9547.0
OZ302575,B.1.617.2,36.0,,12.871139510117143,,2.9942738513016938,7950.0,0.0,4.0,0.0,1.0,4936.0,2.0,13.0,3.0,0.0,5290.0,9.0,0.0,3.0,1.0,8598.0
OZ302576,AY.46.6,37.0,,18.250952640174198,,2.99447624372888,8586.0,0.0,5.0,0.0,1.0,5276.0,2.0,17.0,2.0,0.0,5639.0,7.0,0.0,2.0,1.0,9155.0
OZ302577,AY.46.6,41.0,,19.322605073835657,,2.9940415291663633,8784.0,0.0,5.0,0.0,1.0,5397.0,2.0,18.0,4.0,0.0,5764.0,8.0,0.0,2.0,1.0,9454.0
OZ302581,AY.43.8,37.0,16.34444444444444,12.450797355114732,,2.994609687340562,8690.0,0.0,5.0,1.0,2.0,5358.0,2.0,12.0,3.0,0.0,5730.0,8.0,0.0,3.0,1.0,9367.0
OZ302582,AY.122,42.0,,11.738439816448993,,2.9932661606195214,7951.0,0.0,4.0,0.0,1.0,4914.0,2.0,13.0,3.0,1.0,5223.0,12.0,0.0,5.0,1.0,8593.0
OZ302583,AY.4.6,41.0,,13.172929587741692,,2.994052149215338,8786.0,0.0,6.0,0.0,1.0,5404.0,2.0,15.0,3.0,0.0,5771.0,9.0,0.0,4.0,1.0,9453.0
OZ302587,AY.43.8,40.0,20.511111111111113,17.536069651741297,,2.9942827072514664,8873.0,0.0,5.0,1.0,2.0,5449.0,2.0,14.0,4.0,0.0,5830.0,9.0,0.0,2.0,1.0,9548.0
OZ302588,AY.122,41.0,,12.335435553803702,,2.9938447213073442,8501.0,0.0,5.0,0.0,1.0,5227.0,1.0,14.0,2.0,1.0,5593.0,11.0,0.0,5.0,1.0,9043.0
OZ302591,AY.43,39.0,18.299999999999997,14.086294416243646,,2.9941949152576477,8434.0,0.0,5.0,2.0,2.0,5219.0,2.0,12.0,3.0,0.0,5576.0,9.0,0.0,3.0,1.0,9065.0
OZ302592,AY.46.6,34.0,,14.164696611505125,,2.994372862425158,7633.0,0.0,2.0,0.0,1.0,4718.0,1.0,15.0,3.0,0.0,5048.0,8.0,0.0,3.0,1.0,8240.0
OZ302597,B.1.617.2,40.0,,13.953182150694957,,2.9941986286520126,8786.0,0.0,6.0,0.0,1.0,5405.0,2.0,14.0,4.0,0.0,5769.0,9.0,0.0,3.0,1.0,9454.0
OZ302598,AY.122,42.0,21.181818181818183,15.637218580792243,,2.9939461776268215,8777.0,0.0,7.0,0.0,1.0,5398.0,2.0,14.0,4.0,0.0,5768.0,10.0,1.0,2.0,1.0,9440.0
OZ302600,AY.41,48.0,,19.362500000000008,,2.993141269488258,8872.0,1.0,6.0,0.0,1.0,5450.0,2.0,14.0,5.0,0.0,5822.0,15.0,0.0,2.0,2.0,9547.0
OZ302602,AY.43,38.0,18.705516705516708,15.390630382363076,,2.9944768267325808,8690.0,0.0,5.0,1.0,2.0,5359.0,2.0,11.0,4.0,0.0,5727.0,10.0,0.0,2.0,1.0,9368.0
OZ302603,B.1.617.2,30.0,,12.259597806215718,,2.994338916365962,6728.0,0.0,3.0,0.0,1.0,4222.0,2.0,10.0,2.0,0.0,4417.0,9.0,0.0,2.0,1.0,7219.0
OZ302604,AY.9.2,27.0,,11.142630744849445,,2.995691344249182,8131.0,0.0,3.0,0.0,1.0,4939.0,2.0,13.0,4.0,0.0,5343.0,1.0,0.0,2.0,1.0,8757.0
OZ302605,AY.122,40.0,18.583333333333332,13.601393728222995,,2.993545376360131,7740.0,0.0,4.0,0.0,1.0,4860.0,2.0,13.0,4.0,0.0,5137.0,11.0,1.0,3.0,1.0,8409.0
OZ302606,B.1.617.2,40.0,,13.002527379949454,,2.9941289106225426,8702.0,0.0,5.0,0.0,1.0,5344.0,2.0,16.0,3.0,0.0,5710.0,8.0,0.0,4.0,1.0,9365.0
OZ302610,AY.127,37.0,,13.979479084451462,,2.9943431158063505,8359.0,0.0,5.0,0.0,2.0,5179.0,2.0,11.0,3.0,1.0,5509.0,10.0,0.0,2.0,1.0,9000.0
OZ302611,AY.122,38.0,,16.453922315308457,,2.9944094941374892,8652.0,0.0,4.0,0.0,2.0,5322.0,2.0,11.0,4.0,0.0,5684.0,12.0,0.0,2.0,1.0,9278.0
OZ302613,AY.106,41.0,,12.904698433855385,,2.9940371143290307,8766.0,0.0,4.0,0.0,2.0,5401.0,2.0,15.0,5.0,0.0,5772.0,8.0,0.0,4.0,1.0,9435.0
OZ302614,B.1.617.2,10.0,,4.6,,2.9985313618755516,8873.0,0.0,2.0,0.0,1.0,5448.0,1.0,4.0,0.0,0.0,5824.0,1.0,0.0,1.0,0.0,9542.0
OZ302615,B.1.617.2,39.0,,17.736719658782462,,2.9939331659750588,8119.0,1.0,4.0,0.0,1.0,5048.0,2.0,15.0,3.0,0.0,5400.0,10.0,0.0,2.0,1.0,8798.0
OZ302617,AY.43.8,42.0,23.752525252525253,20.460654796094197,,2.9935287624838485,8164.0,0.0,5.0,1.0,2.0,5068.0,2.0,16.0,3.0,0.0,5418.0,10.0,0.0,2.0,1.0,8819.0
OZ302619,AY.43.8,35.0,17.730158730158728,14.74885844748859,,2.994554262586285,8077.0,0.0,4.0,1.0,2.0,5045.0,2.0,12.0,3.0,0.0,5362.0,8.0,0.0,2.0,1.0,8743.0
OZ302620,AY.43,35.0,15.935064935064934,10.956607495069033,,2.99339103292846,6533.0,0.0,2.0,2.0,2.0,4158.0,2.0,10.0,2.0,0.0,4370.0,10.0,0.0,4.0,1.0,7107.0
OZ302621,AY.122,40.0,,14.485542621104017,,2.994222090589097,8874.0,0.0,5.0,0.0,1.0,5450.0,2.0,14.0,3.0,1.0,5828.0,10.0,0.0,3.0,1.0,9547.0
OZ302622,AY.122,49.0,,10.237933954276038,,2.9929747932965785,8871.0,0.0,8.0,0.0,1.0,5449.0,2.0,15.0,4.0,0.0,5827.0,11.0,0.0,7.0,1.0,9543.0
OZ302623,B.1.617.2,52.0,,26.21006603605212,,2.9925175659734116,8873.0,0.0,6.0,0.0,1.0,5442.0,2.0,21.0,5.0,1.0,5824.0,13.0,0.0,2.0,1.0,9547.0
OZ302626,B.1.617.2,35.0,,9.788935658448585,,2.993208899503521,6551.0,0.0,3.0,0.0,1.0,4095.0,2.0,13.0,4.0,0.0,4283.0,7.0,0.0,4.0,1.0,7073.0
OZ302630,B.1.617.2,45.0,,21.397015720756727,,2.993506308597468,8872.0,0.0,7.0,0.0,1.0,5446.0,2.0,18.0,3.0,1.0,5828.0,10.0,0.0,2.0,1.0,9548.0
OZ302631,AY.98,36.0,,17.91400220507166,,2.9938295755060786,7398.0,0.0,2.0,0.0,1.0,4601.0,2.0,12.0,4.0,0.0,4867.0,12.0,0.0,2.0,1.0,7924.0
OZ302633,AY.4,39.0,,16.734285714285715,,2.99400440333634,8266.0,0.0,5.0,0.0,2.0,5121.0,2.0,14.0,4.0,0.0,5459.0,9.0,0.0,2.0,1.0,8879.0
OZ302634,AY.4,36.0,,15.773745997865523,,2.994661157419248,8643.0,0.0,5.0,0.0,1.0,5307.0,2.0,15.0,3.0,0.0,5672.0,7.0,0.0,2.0,1.0,9223.0
OZ302636,AY.9.2,36.0,,14.087291399229786,,2.994700099596366,8689.0,0.0,3.0,0.0,1.0,5359.0,2.0,17.0,4.0,0.0,5736.0,5.0,0.0,3.0,1.0,9322.0
OZ302637,AY.129,38.0,,13.534150612959714,,2.994378551868018,8650.0,0.0,6.0,0.0,1.0,5302.0,2.0,14.0,3.0,0.0,5678.0,8.0,0.0,3.0,1.0,9252.0
OZ302638,AY.122,48.0,19.18903318903319,19.099282528601897,-0.337112382361277,2.992875674943086,8604.0,1.0,5.0,1.0,1.0,5302.0,2.0,18.0,4.0,2.0,5667.0,10.0,0.0,3.0,1.0,9281.0
OZ302640,AY.121,42.0,,22.29933110367893,,2.9938894117699717,8759.0,0.0,4.0,0.0,1.0,5379.0,2.0,21.0,3.0,0.0,5786.0,8.0,0.0,2.0,1.0,9451.0
